198285	1
198287	2
198289	4
198291	6
198291	8
198293	10
198295	12
198297	14
198299	16
198301	18
198303	20
198305	26
198307	31
198309	38
198311	44
198313	51
198313	58
198316	67
198318	76
198320	85
198322	95
198324	105
198326	116
198328	126
198330	138
198332	156
198334	207
198336	312
198338	431
198340	552
198342	671
198344	789
198346	910
198346	1014