138760	1
138762	2
138764	5
138766	8
138768	10
138770	13
138772	16
138774	19
138774	24
138776	31
138778	38
138780	46
138782	54
138784	62
138786	71
138788	80
138790	90
138792	100
138795	112
138797	124
138799	136
138801	154
138803	215
138803	344
138805	483
138807	627
138809	766
138811	908
138813	1017