638310	1020
638312	1017
638314	1000
638316	949
638318	888
638320	818
638322	740
638324	654
638326	560
638328	454
638330	342
638332	228
638334	162
638337	138
638337	124
638339	110
638341	96
638343	83
638345	69
638347	56
638349	44
638351	32
638353	21
638355	16
638357	12
638359	8
638361	5
638361	1